,Dato,Kvitteringer,eResept,NAV,Basismeldinger,Folkehelseinstituttet,Dialogmeldinger,Systemmeldinger,Pleie- og omsorgsmeldinger,Partnermeldinger,Skatteetaten,Helsedirektoratet,Kreftmeldinger,Neonatal,Ikke spesifisert,Ikke Kategoriserte,Totalt antall meldinger,Antall ebxml meldinger,Antall medisinske meldinger,Ikke kategorisert,Antall ikke ebxml meldinger,eResept-meldinger,NAV- og HELFO-meldinger,FHI-meldinger,eResept-meldinger 
689,2018-12-23,186679,87690.0,36551.0,13074,718.0,1538,2931,2206,37.0,113,29,0,0.0,,21079,355201,352645,141919,0.0,2556.0,,,,
690,2018-12-24,359794,152967.0,67987.0,33058,779.0,3322,3163,3192,52.0,97,10,0,0.0,,26343,653502,650765,261413,1.0,2737.0,,,,
691,2018-12-25,71798,20974.0,17257.0,10277,442.0,1264,2925,1801,14.0,99,18,0,15.0,,2181,131892,129065,52147,0.0,2827.0,,,,
692,2018-12-26,78537,21114.0,15509.0,11926,688.0,1761,2923,2214,18.0,105,6,0,0.0,,295,137551,135096,53323,0.0,2455.0,,,,
693,2018-12-27,875855,472882.0,62186.0,75160,8672.0,9602,4819,5448,72.0,135,124,0,0.0,,2377,1524063,1517375,634252,43.0,6688.0,,,,
694,2018-12-28,909224,566898.0,63492.0,64697,8112.0,8728,3352,5515,68.0,127,162,0,0.0,,10312,1650972,1640688,717732,1.0,10284.0,,,,
695,2018-12-29,381180,303538.0,22196.0,13622,706.0,1500,2925,1947,12.0,121,110,0,0.0,,4408,736200,732265,343740,0.0,3935.0,,,,
696,2018-12-30,82589,18368.0,17293.0,12133,838.0,1398,2880,1932,26.0,123,36,0,0.0,,1142,141496,138758,52121,0.0,2738.0,,,,
697,2018-12-31,502216,342955.0,28670.0,32558,2083.0,4646,3042,4001,92.0,116,57,0,0.0,,4921,928490,925360,415089,3.0,3130.0,,,,
698,2019-01-01,91747,,,10794,,1880,2974,2009,,121,67,0,35.0,,2781,164950,160655,63153,0.0,4295.0,17137.0,29939.0,1171.0,
699,2019-01-02,975938,,,108108,,14780,4781,6627,,160,635,62,14.0,,1806,1653515,1640982,658457,165.0,12533.0,311395.0,194282.0,22229.0,
700,2019-01-03,1069862,,,131651,,14825,4841,6470,,165,630,0,46.0,,10947,1820345,1809107,723457,150.0,11238.0,354828.0,194736.0,19956.0,
701,2019-01-04,1114194,,,137577,,14642,5658,6679,,171,395,0,0.0,,9899,1897147,1886349,756598,776.0,10798.0,397738.0,176213.0,22407.0,
702,2019-01-05,285760,,,20470,,1680,2957,1751,,141,183,0,22.0,,5339,529696,525108,231052,140.0,4588.0,176987.0,28519.0,1159.0,
703,2019-01-06,80686,,,12808,,2121,2910,1963,,137,215,0,109.0,,339,140480,137120,53185,0.0,3360.0,11706.0,22843.0,1283.0,
704,2019-01-07,1208295,,,148220,,15720,7965,6877,,151,535,150,29.0,,3081,2061073,2048835,829494,339.0,12238.0,426335.0,208959.0,22179.0,
705,2019-01-08,1181667,,,158598,,14987,5980,6585,,143,575,0,44.0,,7841,1990031,1977868,782380,550.0,12163.0,401841.0,176444.0,22613.0,
706,2019-01-09,1157246,,,160360,,15251,5026,6469,,176,495,0,242.0,,4446,1935718,1923520,756802,541.0,12198.0,393789.0,160068.0,19411.0,
707,2019-01-10,1121720,,,156966,,15077,5737,6461,,148,651,0,178.0,,6069,1877263,1865189,731663,1054.0,12074.0,368606.0,161686.0,20836.0,
708,2019-01-11,1147224,,,152214,,14911,5743,6603,,155,324,66,0.0,,5717,1942892,1923649,764965,233.0,19243.0,426923.0,145857.0,17679.0,
709,2019-01-12,315993,,,21684,,1613,2972,1738,,132,116,0,0.0,,7449,586350,581102,254688,97.0,5248.0,196852.0,31480.0,976.0,
710,2019-01-13,85497,,,13915,,1908,2967,1852,,122,84,0,0.0,,365,147727,143856,55027,256.0,3871.0,13353.0,22687.0,850.0,
711,2019-01-14,1159518,,,157257,,15393,5868,7096,,137,351,0,0.0,,3212,1953040,1939827,771229,339.0,13213.0,368621.0,195198.0,26837.0,
712,2019-01-15,1160402,,,159518,,14830,5840,6379,,149,341,0,1387.0,,7995,1954621,1932045,757808,322.0,22576.0,382784.0,171308.0,20790.0,
713,2019-01-16,1116209,,,159105,,15229,6888,6445,,165,248,0,67.0,,7910,1860863,1849187,718180,473.0,11676.0,354977.0,160444.0,21027.0,
714,2019-01-17,1174252,,,156011,,15108,6239,6218,,159,358,0,0.0,,8458,1973324,1962472,773523,384.0,10852.0,404042.0,158357.0,32886.0,
715,2019-01-18,1082475,,,139851,,14112,5376,6109,,148,254,0,0.0,,7217,1840634,1831396,736328,345.0,9238.0,417101.0,143724.0,14684.0,
716,2019-01-19,300003,,,21788,,1735,2998,1803,,135,115,0,0.0,,7142,558762,554947,244804,173.0,3815.0,187770.0,30514.0,771.0,
717,2019-01-20,84685,,,14779,,2154,2892,1871,,117,48,0,0.0,,324,146734,144323,56422,0.0,2411.0,13528.0,22884.0,1041.0,
718,2019-01-21,1215940,,,157348,,15478,5612,6899,,161,283,147,0.0,,3246,2049885,2038199,813401,83.0,11686.0,403019.0,200408.0,29575.0,
719,2019-01-22,1166111,,,157478,,15334,6803,6632,,142,438,0,303.0,,9584,1953445,1942188,759690,199.0,11257.0,388202.0,171173.0,19789.0,
720,2019-01-23,1136885,,,160548,,15180,5582,6481,,163,345,0,1471.0,,5654,1894583,1883359,735238,190.0,11224.0,366080.0,163218.0,21562.0,
721,2019-01-24,1112301,,,156528,,14718,5543,6157,,179,271,0,212.0,,6343,1860979,1849772,725585,221.0,11207.0,365804.0,156736.0,24759.0,
722,2019-01-25,1062809,,,143392,,13769,5531,6355,,160,256,30,72.0,,5669,1794408,1776896,702887,180.0,17512.0,381716.0,143653.0,13304.0,
723,2019-01-26,277405,,,20799,,1607,3047,1788,,145,43,0,12.0,,5543,512728,508591,222596,98.0,4137.0,166559.0,30763.0,782.0,
724,2019-01-27,90630,,,14976,,1839,3034,1793,,140,72,0,0.0,,424,154905,151843,57755,8.0,3062.0,15384.0,22855.0,688.0,
725,2019-01-28,631874,,,69534,,5195,1807,3585,,165,16,0,0.0,,3887,1125673,1122381,484813,2.0,3292.0,260145.0,143708.0,2463.0,
726,2019-01-29,1168438,,,160604,,15402,5242,7178,,170,317,0,46.0,,6787,1972959,1951775,771308,126.0,21184.0,395263.0,173972.0,18230.0,
727,2019-01-30,1133771,,,154524,,15263,6047,6428,,166,246,0,64.0,,6440,1907204,1895941,749683,193.0,11263.0,386127.0,168307.0,18365.0,
728,2019-01-31,325990,,,44647,,4393,2595,1586,,79,206,0,0.0,,3853,555507,550544,218106,131.0,4963.0,87063.0,75837.0,4164.0,
729,2019-02-01,1230292,,,140521,,13950,5141,6434,,327,425,0,,,2648,2085961,2075196,837115,0.0,10765.0,,147541.0,15517.0,512400.0
730,2019-02-02,290821,,,19588,,1614,3307,1652,,259,28,0,,,1008,531120,527072,231936,0.0,4048.0,,30859.0,760.0,177176.0
731,2019-02-03,89562,,,13872,,2017,3291,1896,,259,64,0,,,287,155121,152071,58931,0.0,3050.0,,26672.0,1031.0,13120.0
732,2019-02-04,1243692,,,151132,,15596,4782,6822,,366,205,0,,,8831,2063791,2050571,793266,0.0,13220.0,,197889.0,16219.0,405037.0
733,2019-02-05,1170715,,,155015,,15422,5631,6598,,343,92,0,,,1738,1935519,1919378,741294,0.0,16141.0,,163445.0,17886.0,382493.0
734,2019-02-06,1123567,,,153323,,14974,6084,6150,,318,42,0,,,1874,1849327,1833790,702265,0.0,15537.0,,151749.0,15056.0,360653.0
735,2019-02-07,1140518,,,152125,,14743,5300,6053,,302,645,42,,,4022,1889148,1876763,726923,0.0,12385.0,,148840.0,16233.0,387940.0
736,2019-02-08,1092756,,,140308,,14188,6493,6287,,355,211,0,,,3444,1827441,1807728,705035,0.0,19713.0,,140071.0,13294.0,390321.0
737,2019-02-09,291239,,,20308,,1623,3389,1671,,267,97,0,,,1371,540680,533394,237395,0.0,7286.0,,33126.0,906.0,179397.0
738,2019-02-10,89002,,,14677,,1889,3382,1992,,292,107,0,,,43,157913,151091,58664,0.0,6822.0,,25062.0,823.0,13822.0
739,2019-02-11,1203256,,,148775,,15509,6720,7027,,344,197,14,,,3298,2002920,1987506,774232,0.0,15414.0,,188594.0,14588.0,399184.0
740,2019-02-12,1206109,,,154073,,15023,5203,6700,,349,182,0,,,2827,2018583,1990129,775990,0.0,28454.0,,159796.0,17162.0,422705.0
741,2019-02-13,1191008,,,155572,,15191,6581,6472,,335,201,0,,,2973,1975127,1954278,753716,0.0,20849.0,,149160.0,15273.0,411512.0
742,2019-02-14,1194984,,,155654,,14640,6399,6254,,315,168,110,,,3090,1993013,1971031,766558,0.0,21982.0,,148999.0,22006.0,418412.0
743,2019-02-15,1155168,,,144734,,14273,4784,6704,,316,201,193,,,2921,1939170,1916369,753496,0.0,22801.0,,141560.0,13051.0,432464.0
744,2019-02-16,321835,,,21095,,1878,3303,1837,,289,66,0,,,852,593268,580363,254373,0.0,12905.0,,23413.0,4116.0,201679.0
745,2019-02-17,106753,,,14549,,2217,3310,1933,,244,97,0,,,1081,199213,187390,76246,0.0,11823.0,,36242.0,6299.0,14665.0
746,2019-02-18,1206860,,,149064,,15432,6123,7126,,338,399,24,,,3904,2021320,2000723,783836,0.0,20597.0,,180198.0,22489.0,408766.0
747,2019-02-19,1206552,,,147228,,14941,5888,6354,,314,746,0,,,2462,2030548,2002122,787220,0.0,28426.0,,148049.0,34341.0,435247.0
748,2019-02-20,1107271,,,143874,,14453,5133,6347,,335,163,0,,,3033,1846590,1818680,703243,0.0,27910.0,,145464.0,20526.0,372081.0
749,2019-02-21,1088324,,,143356,,14874,5879,6016,,339,334,0,,,2997,1819705,1789431,692231,0.0,30274.0,,135538.0,18323.0,373451.0
750,2019-02-22,1026431,,,128262,,13254,4904,5907,,321,151,60,,,2777,1742605,1705527,671415,0.0,37078.0,,120529.0,10098.0,392833.0
751,2019-02-23,292861,,,18357,,1922,3383,1736,,258,72,0,,,1588,555307,533179,235347,0.0,22128.0,,28712.0,979.0,183311.0
752,2019-02-24,89142,,,14235,,2266,3290,1756,,230,140,0,,,38,167713,146472,54002,0.0,21241.0,,22717.0,767.0,11891.0
753,2019-02-25,1206390,,,144770,,15353,5548,7140,,361,158,0,,,4066,2051834,2007675,791671,0.0,44159.0,,181830.0,18396.0,423663.0
754,2019-02-26,1146964,,,147858,,15124,5035,6252,,340,173,0,,,2554,1934828,1882971,728418,1.0,51857.0,,154401.0,18601.0,385668.0
755,2019-02-27,1142629,,,145757,,14992,5676,6253,,297,282,0,,,3128,1941502,1896256,744823,0.0,45246.0,,146398.0,18538.0,412306.0
756,2019-02-28,1217334,,,143780,,14442,5279,6094,,271,223,0,,,4649,2013461,1999596,772334,0.0,13865.0,,149470.0,17711.0,440343.0
757,2019-03-01,1197473,,,131515,,13409,5278,5996,,310,396,24,,,3650,2024650,2003976,797575,0.0,20674.0,,152377.0,13158.0,480390.0
758,2019-03-02,321223,,,19655,,1739,3344,1774,,267,213,0,,,1560,592967,584464,258337,0.0,8503.0,,30657.0,1042.0,202990.0
759,2019-03-03,95071,,,15094,,2080,3333,1803,,281,24,0,,,37,161921,158495,60054,0.0,3426.0,,23681.0,1047.0,16044.0
760,2019-03-04,1426866,,,144807,,15785,5005,6810,,330,338,0,,,4708,2446660,2432598,996019,0.0,14062.0,,195854.0,17543.0,614552.0
761,2019-03-05,1182231,,,153253,,15760,6324,6610,,309,250,0,,,1542,1970180,1957301,767204,0.0,12879.0,,156846.0,17030.0,417146.0
762,2019-03-06,1167952,,,153383,,15297,6210,6252,,302,166,0,,,2342,1933731,1922884,746380,0.0,10847.0,,142993.0,25237.0,402750.0
763,2019-03-07,1134998,,,153148,,14891,5819,6385,,295,187,0,,,3755,1875763,1864246,719674,0.0,11517.0,,142993.0,16741.0,385034.0
764,2019-03-08,1214189,,,144463,,14110,6050,6497,,297,270,0,,,2714,2046286,2028758,805805,0.0,17528.0,,137164.0,12937.0,490067.0
765,2019-03-09,344167,,,22012,,1763,3323,1883,,256,52,0,,,1684,628682,624895,275721,0.0,3787.0,,27608.0,933.0,221214.0
766,2019-03-10,114429,,,16896,,2132,3298,1907,,267,45,0,,,23,204227,200751,83001,0.0,3476.0,,22878.0,5489.0,33387.0
767,2019-03-11,1251459,,,153033,,15557,5397,7011,,275,227,30,,,3856,2093115,2079999,819287,0.0,13116.0,,183087.0,17089.0,442978.0
768,2019-03-12,1223640,,,159253,,15491,5055,6547,,249,227,1,,,2638,2042337,2020968,789635,0.0,21369.0,,154557.0,24413.0,428897.0
769,2019-03-13,1174737,,,155951,,15088,5216,6287,,328,196,0,,,7851,1939431,1919304,731500,0.0,20127.0,,146035.0,19728.0,387887.0
770,2019-03-14,1145295,,,133671,,14373,4781,5939,,299,156,0,,,22367,1946296,1911622,739179,0.0,34674.0,,150003.0,17882.0,416856.0
771,2019-03-15,1200944,,,157166,,14532,4820,6437,,310,237,61,,,2964,1992336,1973348,764620,0.0,18988.0,,138680.0,15045.0,432152.0
772,2019-03-16,319808,,,21301,,1752,3320,1959,,278,116,0,,,1460,590154,586883,262295,0.0,3271.0,,28596.0,910.0,207383.0
773,2019-03-17,98252,,,14682,,2214,3297,1812,,253,49,0,,,296,172885,169899,68054,0.0,2986.0,,23879.0,1042.0,24123.0
774,2019-03-18,1258942,,,157400,,15822,4913,6893,,292,324,0,,,4007,2109529,2097852,829990,0.0,11677.0,,187445.0,16727.0,445087.0
775,2019-03-19,1297524,,,160342,,15286,4237,6532,,303,219,0,,,2581,2149098,2137558,833216,0.0,11540.0,,165404.0,17533.0,467597.0
776,2019-03-20,1220414,,,163458,,15295,5050,6187,,336,188,0,,,2855,2013521,2001713,773394,0.0,11808.0,,149542.0,18154.0,420234.0
777,2019-03-21,1193926,,,160532,,14860,7910,5950,,342,247,0,,,3044,1978535,1967480,762600,0.0,11055.0,,144624.0,25532.0,410513.0
778,2019-03-22,1150991,,,147769,,14313,6382,6135,,326,165,0,,,3078,1935396,1918418,757967,0.0,16978.0,,130583.0,19848.0,438828.0
779,2019-03-23,319462,,,21570,,1615,3281,1734,,264,74,0,,,1487,586809,584268,260038,0.0,2541.0,,27572.0,9312.0,197897.0
780,2019-03-24,93157,,,14352,,2046,3260,1753,,258,115,0,,,43,164985,162330,65870,0.0,2655.0,,23101.0,9632.0,14613.0
781,2019-03-25,1274867,,,157045,,15646,4873,6962,,337,282,0,,,3713,2129349,2117434,833981,0.0,11915.0,,184066.0,26211.0,443432.0
782,2019-03-26,1272832,,,160701,,15421,5692,6338,,363,260,25,,,2981,2121293,2085918,804413,0.0,35375.0,,157269.0,28010.0,436026.0
783,2019-03-27,1229762,,,158753,,15114,5516,6083,,338,189,0,,,3030,2039469,2019759,781451,0.0,19710.0,,149060.0,27686.0,424228.0
784,2019-03-28,1278586,,,156616,,14828,6002,6035,,308,233,0,,,3131,2151604,2137511,849792,0.0,14093.0,,151018.0,20147.0,500607.0
785,2019-03-29,1194471,,,147780,,14249,5438,6278,,320,188,0,,,3520,2003270,1994188,790759,0.0,9082.0,,136815.0,12914.0,472215.0
786,2019-03-30,354152,,,21559,,1758,3259,1692,,253,67,0,,,3016,662545,659746,299319,0.0,2799.0,,29397.0,1304.0,243289.0
787,2019-03-31,95910,,,13543,,2046,3232,1795,,240,146,0,,,660,166284,163880,64078,0.0,2404.0,,23279.0,1388.0,21641.0
788,2019-04-01,1269777,,,149943,,15478,5013,6472,,155,335,0,0.0,,6303,2174198,2161112,880019,156.0,13086.0,462113.0,223207.0,22160.0,
789,2019-04-02,1363521,,,158436,,15554,5722,6288,,136,286,0,271.0,,3276,2348803,2338045,965526,266.0,10758.0,590342.0,175413.0,18534.0,
790,2019-04-03,1201480,,,161763,,15446,5019,6274,,146,212,0,34.0,,3729,2024565,2013939,803711,185.0,10626.0,432335.0,168257.0,19059.0,
791,2019-04-04,1206543,,,159765,,14515,5010,6146,,194,200,0,136.0,,3388,2058872,2048739,833798,212.0,10133.0,474776.0,158389.0,19465.0,
792,2019-04-05,1222261,,,148130,,14016,4916,6338,,160,142,80,5.0,,3713,2079801,2062790,831900,109.0,17011.0,508126.0,141239.0,13555.0,
793,2019-04-06,359140,,,23054,,1656,3034,1808,,148,94,0,0.0,,1868,664412,661868,297826,87.0,2544.0,241943.0,28305.0,731.0,
794,2019-04-07,93934,,,14240,,2013,2658,1882,,131,10,0,0.0,,366,165270,163010,66052,1.0,2260.0,23352.0,23431.0,992.0,
795,2019-04-08,1288396,,,161111,,15710,4766,6924,,137,167,0,115.0,,5742,2210983,2198091,899187,177.0,12892.0,494583.0,202807.0,17456.0,
796,2019-04-09,1316937,,,170126,,15466,6980,6612,,169,228,0,99.0,,3713,2227400,2206411,878781,198.0,20989.0,491311.0,174373.0,20199.0,
797,2019-04-10,1286036,,,166869,,15319,5941,6220,,146,110,0,97.0,,4263,2180105,2169253,873013,140.0,10852.0,502247.0,161759.0,20106.0,
798,2019-04-11,1292390,,,166570,,15416,6102,6277,,163,301,0,56.0,,4056,2198703,2188004,885456,287.0,10699.0,514775.0,161094.0,20517.0,
799,2019-04-12,1312761,,,164213,,14744,5755,6651,,168,202,43,74.0,,4342,2243857,2234440,911582,251.0,9417.0,555316.0,154680.0,15240.0,
800,2019-04-13,426354,,,26561,,1830,3363,1724,,154,75,0,19.0,,2114,768160,764848,333017,131.0,3312.0,270891.0,30324.0,1308.0,
801,2019-04-14,93905,,,14394,,1710,3353,1826,,129,45,0,4.0,,315,154281,152100,54527,0.0,2181.0,14540.0,21098.0,781.0,
802,2019-04-15,1111818,,,122476,,13027,4838,6356,,153,167,0,38.0,,5211,1924433,1916170,794303,153.0,8263.0,509947.0,129451.0,12535.0,
803,2019-04-16,1139100,,,111806,,12183,5355,6486,,170,158,0,0.0,,3151,1998276,1988686,841080,233.0,9590.0,592748.0,105910.0,11386.0,
804,2019-04-17,797528,,,66401,,8489,3934,5095,,163,136,0,0.0,,3595,1435322,1427641,622584,162.0,7681.0,460849.0,77227.0,4062.0,
805,2019-04-18,93068,,,14158,,1909,3349,2268,,161,73,0,0.0,,1545,161392,159101,61139,0.0,2291.0,19292.0,22595.0,683.0,
806,2019-04-19,85717,,,13412,,1671,3316,2241,,156,24,0,0.0,,856,151306,148184,58295,0.0,3122.0,17538.0,22558.0,695.0,
807,2019-04-20,246400,,,13092,,1247,3507,2038,,140,21,0,0.0,,837,474878,472880,222136,0.0,1998.0,180629.0,24349.0,620.0,
808,2019-04-21,81560,,,11703,,1307,3264,2026,,152,12,0,0.0,,964,146799,144825,59037,0.0,1974.0,18970.0,24237.0,630.0,
809,2019-04-22,104665,,,14150,,2684,3414,2480,,122,69,0,0.0,,552,178621,175894,67263,0.0,2727.0,19352.0,27348.0,1058.0,
810,2019-04-23,1387921,,,136727,,16023,5854,7089,,172,134,0,0.0,,6356,2427355,2404934,1004803,164.0,22421.0,600539.0,222712.0,21243.0,
811,2019-04-24,1284826,,,150071,,15461,5577,6497,,181,153,0,0.0,,4009,2217349,2206435,912023,143.0,10914.0,528442.0,190021.0,21054.0,
812,2019-04-25,1324383,,,161276,,14914,5947,6290,,159,144,0,179.0,,4239,2280261,2269822,935253,406.0,10439.0,547099.0,179477.0,25309.0,
813,2019-04-26,1299165,,,153112,,14190,6042,6581,,168,146,19,0.0,,4523,2250895,2241846,932116,247.0,9049.0,584168.0,158346.0,15139.0,
814,2019-04-27,369538,,,19906,,1737,3368,1850,,151,106,0,5.0,,1840,692422,689753,315007,162.0,2669.0,261454.0,28841.0,795.0,
815,2019-04-28,86724,,,14208,,1951,3315,1862,,143,34,0,0.0,,384,151561,149233,58810,0.0,2328.0,16076.0,22798.0,1738.0,
816,2019-04-29,1334366,,,156164,,15732,5140,6930,,158,201,1,17.0,,6602,2307057,2291202,945094,211.0,15855.0,538816.0,208037.0,18827.0,
817,2019-04-30,1473651,,,179830,,15836,5579,6998,,171,339,0,0.0,,5377,2538076,2518666,1034059,139.0,19410.0,632076.0,176462.0,22208.0,
818,2019-05-01,162516,,,21374,,3799,3346,2671,,148,204,0,0.0,,1615,262138,250504,83027,2.0,11634.0,15725.0,37426.0,1678.0,
819,2019-05-02,1268330,,,162967,,16795,6095,6519,,160,605,0,70.0,,5454,2169975,2148740,868861,192.0,21235.0,516461.0,144677.0,20415.0,
820,2019-05-03,1268599,,,151697,,14499,5559,6657,,156,567,252,165.0,,4243,2193214,2166121,887720,138.0,27093.0,572579.0,126493.0,14517.0,
821,2019-05-04,355979,,,25211,,1867,3743,1784,,149,103,0,0.0,,1478,656492,644692,283492,2.0,11800.0,223925.0,29307.0,1144.0,
822,2019-05-05,111906,,,14024,,2062,3335,1780,,149,125,0,0.0,,567,212733,200842,85034,0.0,11891.0,46248.0,19430.0,1216.0,
823,2019-05-06,1272749,,,165208,,15600,6138,6723,,164,556,10,1.0,,4737,2158154,2139143,855519,385.0,19011.0,488711.0,159185.0,18976.0,
824,2019-05-07,1235772,,,170678,,14976,5765,6422,,174,473,0,26.0,,3836,2084791,2063511,818138,212.0,21280.0,473702.0,132008.0,19467.0,
825,2019-05-08,1175217,,,168194,,14715,5860,6226,,174,444,0,38.0,,4491,1957642,1947153,761585,248.0,10489.0,428022.0,122032.0,21492.0,
826,2019-05-09,1194567,,,169698,,14684,6000,6064,,154,536,0,0.0,,4310,1997953,1987200,782323,387.0,10753.0,454922.0,116256.0,19622.0,
827,2019-05-10,1224722,,,154321,,13595,5068,6172,,169,423,0,4.0,,4461,2063587,2053175,818924,200.0,10412.0,518400.0,109776.0,15864.0,
828,2019-05-11,404427,,,23336,,1683,3354,1803,,150,81,0,0.0,,2205,713623,710235,300249,173.0,3388.0,245652.0,26513.0,858.0,
829,2019-05-12,122757,,,15274,,2007,3314,1893,,135,93,0,0.0,,775,190847,188018,61172,0.0,2829.0,21934.0,18857.0,979.0,
830,2019-05-13,1268125,,,167022,,15587,5069,6728,,164,237,0,27.0,,5950,2135997,2123970,844826,125.0,12027.0,484508.0,150809.0,19619.0,
831,2019-05-14,1038998,,,172153,,15137,4891,6360,,174,270,0,28.0,,4078,1783364,1772157,724190,175.0,11207.0,381884.0,129441.0,18568.0,
832,2019-05-15,1257816,,,181968,,14818,5033,6451,,157,113,6,8.0,,4690,2113313,2099875,832336,234.0,13438.0,475450.0,130492.0,22639.0,
833,2019-05-16,1220025,,,182333,,14825,4885,6916,,172,64,135,0.0,,4889,2150067,2136984,907185,77.0,13083.0,557330.0,126655.0,18678.0,
834,2019-05-17,510232,,,16208,,1572,3325,1756,,136,43,0,0.0,,1286,1200824,1196595,681752,0.0,4229.0,634903.0,26323.0,811.0,
835,2019-05-18,506096,,,18642,,1582,3490,1790,,140,33,0,0.0,,1838,1138639,1135660,624236,0.0,2979.0,578420.0,22821.0,808.0,
836,2019-05-19,515274,,,16049,,1896,3508,2003,,127,32,0,0.0,,662,747439,740516,221072,0.0,6923.0,179251.0,20660.0,1054.0,
837,2019-05-20,1225322,,,163279,,15656,6825,7164,,144,59,237,0.0,,5758,2021140,2004532,766627,147.0,16608.0,392816.0,160091.0,27034.0,
838,2019-05-21,2629685,,,172072,,14918,6795,6894,,172,143,0,0.0,,4075,4552978,4532040,1891485,125.0,20938.0,1542633.0,134476.0,20052.0,
839,2019-05-22,1275203,,,169291,,15443,5940,6485,,172,150,0,0.0,,4311,2138930,2127974,842520,145.0,10956.0,510000.0,122491.0,18343.0,
840,2019-05-23,1238202,,,168486,,14697,5422,6210,,167,108,0,0.0,,4949,2091599,2081197,832624,284.0,10402.0,503535.0,118311.0,20826.0,
841,2019-05-24,1187692,,,150542,,14226,6103,6291,,181,115,15,98.0,,4861,2026415,2017635,818979,299.0,8780.0,524972.0,108734.0,13506.0,
842,2019-05-25,345768,,,22477,,1754,3283,1818,,156,6,0,0.0,,1954,643053,639784,288779,120.0,3269.0,236196.0,25081.0,1171.0,
843,2019-05-26,87112,,,15091,,2045,3288,1868,,167,31,0,0.0,,1153,152136,149164,57611,0.0,2972.0,15925.0,21394.0,1090.0,
844,2019-05-27,1294247,,,169910,,15656,4754,7153,,185,96,354,0.0,,6140,2197186,2186018,880877,122.0,11168.0,516170.0,154117.0,17114.0,
845,2019-05-28,1245641,,,170661,,15883,4759,6701,,174,66,0,116.0,,4202,2099370,2087827,833225,269.0,11543.0,490306.0,128418.0,20631.0,
846,2019-05-29,1347316,,,172277,,16241,6266,7022,,187,71,137,0.0,,5401,2277561,2266980,907997,128.0,10581.0,547685.0,136805.0,27444.0,
847,2019-05-30,150725,,,23676,,3250,4185,2573,,168,53,0,0.0,,1542,240617,235175,78723,0.0,5442.0,20623.0,26251.0,2129.0,
848,2019-05-31,1136743,,,126337,,12596,5326,6174,,170,70,27,0.0,,6356,1995970,1978855,830430,75.0,17115.0,569790.0,102824.0,12367.0,
849,2019-06-01,320832,,,20199,,1534,3366,1681,,139,42,0,10.0,,2091,593813,590298,264009,159.0,3515.0,206424.0,32298.0,1523.0,
850,2019-06-02,97892,,,13584,,1953,3240,1912,,149,16,0,0.0,,1880,176194,173056,70044,0.0,3138.0,29030.0,21999.0,1401.0,
851,2019-06-03,1276884,,,156631,,15769,6745,7059,,177,128,31,108.0,,6274,2187035,2168384,878481,96.0,18651.0,509664.0,171463.0,17355.0,
852,2019-06-04,1246231,,,164589,,15829,6794,6828,,178,116,15,4340.0,,3977,2117348,2087336,830334,115.0,30012.0,486174.0,133090.0,19060.0,
853,2019-06-05,1259125,,,165021,,15071,5055,6233,,185,81,0,134.0,,3807,2079383,2061599,793612,170.0,17784.0,470542.0,118381.0,17794.0,
854,2019-06-06,1183684,,,162550,,14773,5725,6163,,156,35,138,21.0,,4634,1990230,1972933,778890,155.0,17297.0,462928.0,113810.0,18161.0,
855,2019-06-07,1155619,,,152885,,14113,4350,6278,,172,51,0,38.0,,4572,1958743,1942933,778392,109.0,15810.0,482469.0,109348.0,12929.0,
856,2019-06-08,321820,,,21695,,1703,3208,1968,,160,56,0,0.0,,1780,605241,595229,268421,0.0,10012.0,217092.0,24063.0,1684.0,
857,2019-06-09,84819,,,14661,,1860,3164,1960,,157,20,0,0.0,,1064,157129,147370,58323,0.0,9759.0,19850.0,18913.0,902.0,
858,2019-06-10,102804,,,17694,,3098,3232,2363,,128,16,0,0.0,,1110,182163,171987,64841,0.0,10176.0,17477.0,22680.0,1385.0,
859,2019-06-11,1307647,,,161591,,16267,4777,6998,,166,35,0,0.0,,6034,2229567,2210639,892181,136.0,18928.0,539793.0,147649.0,19546.0,
860,2019-06-12,1288225,,,166434,,15318,6213,6514,,161,45,197,926.0,,4782,2185613,2168079,868859,223.0,17534.0,536885.0,123237.0,18919.0,
861,2019-06-13,1265349,,,167842,,15180,6036,6371,,171,41,0,0.0,,4850,2130529,2112879,836644,44.0,17650.0,509793.0,118619.0,18583.0,
862,2019-06-14,1240837,,,153707,,14132,5544,6429,,167,45,0,5.0,,4582,2120121,2096222,845259,103.0,23899.0,544374.0,110313.0,15984.0,
863,2019-06-15,333513,,,22537,,1772,3262,1778,,163,41,0,0.0,,2007,620928,610435,271653,0.0,10493.0,218371.0,25344.0,1647.0,
864,2019-06-16,92652,,,16654,,2248,3213,1883,,118,40,0,0.0,,1107,166335,155648,58676,0.0,10687.0,13845.0,21140.0,2748.0,
865,2019-06-17,1304871,,,159808,,15564,5491,6688,,178,41,0,0.0,,5689,2217937,2196975,880924,118.0,20962.0,526724.0,149947.0,21856.0,
866,2019-06-18,1324771,,,175555,,15407,4980,6476,,179,36,0,76.0,,4281,2218932,2191423,857391,123.0,27509.0,512364.0,123901.0,23274.0,
867,2019-06-19,1359751,,,172776,,15887,4647,6367,,177,31,262,0.0,,4757,2294794,2284347,915192,134.0,10447.0,573230.0,116434.0,29894.0,
