,Dato,Kvitteringer,eResept,NAV,Basismeldinger,Folkehelseinstituttet,Dialogmeldinger,Systemmeldinger,Pleie- og omsorgsmeldinger,Partnermeldinger,Skatteetaten,Helsedirektoratet,Kreftmeldinger,Neonatal,Ikke spesifisert,Ikke Kategoriserte,Totalt antall meldinger,Antall ebxml meldinger,Antall medisinske meldinger,Ikke kategorisert,Antall ikke ebxml meldinger,eResept-meldinger,NAV- og HELFO-meldinger,FHI-meldinger,eResept-meldinger 
342,2018-01-09,1063983,305978.0,202721.0,150262,19644.0,13231,5272,6597,322.0,162,677,0,64.0,12.0,1671,1806591,1770596,699348,,,,,,
343,2018-01-10,1379837,629466.0,185601.0,152871,23023.0,13388,4761,6391,305.0,171,604,13,3.0,41.0,1910,2435234,2398385,1011572,,,,,,
344,2018-01-11,1177972,431317.0,188753.0,149391,20333.0,13067,7563,5913,331.0,141,390,0,0.0,14.0,1766,2022279,1996951,809319,,,,,,
345,2018-01-12,1104111,406151.0,173405.0,142569,19286.0,12062,4258,6271,229.0,140,335,64,17.0,0.0,2555,1898876,1871453,760300,,,,,,
346,2018-01-13,257936,159501.0,31325.0,18055,1231.0,1488,2806,1769,41.0,151,162,0,0.0,0.0,495,479864,474960,213682,,,,,,
347,2018-01-14,81143,16768.0,22417.0,13055,780.0,1689,2800,1611,61.0,137,130,0,0.0,0.0,772,144670,141363,56587,,,,,,
348,2018-01-15,1149741,363271.0,238192.0,147399,18433.0,13119,5271,6688,251.0,148,265,218,428.0,10.0,2190,1969688,1945624,788171,,,,,,
349,2018-01-16,1086544,346702.0,199803.0,145080,19813.0,12832,4510,6237,297.0,157,418,0,0.0,6.0,1607,1854343,1824006,731048,,,,,,
350,2018-01-17,1070620,350967.0,189188.0,145378,16670.0,12838,4288,6338,248.0,151,372,0,0.0,30.0,1659,1820590,1798747,721932,,,,,,
351,2018-01-18,1251603,509245.0,186457.0,148201,19739.0,12915,5415,6208,271.0,150,274,0,0.0,13.0,1598,2164709,2142089,883202,,,,,,
352,2018-01-19,1172982,459816.0,172735.0,133866,13578.0,12184,4275,6195,241.0,137,236,0,0.0,0.0,2495,1997049,1978740,798747,,,,,,
353,2018-01-20,299000,174014.0,29852.0,19163,1254.0,1362,2852,1784,35.0,161,118,0,0.0,0.0,480,534603,530075,227708,,,,,,
354,2018-01-21,106171,14051.0,25399.0,14082,685.0,1799,2846,1684,68.0,130,65,0,0.0,10.0,451,170884,167441,57905,,,,,,
355,2018-01-22,1267386,398057.0,242874.0,144442,16856.0,13802,4516,6810,301.0,155,267,20,23.0,16.0,1606,2120082,2097131,823322,,,,,,
356,2018-01-23,1139132,353245.0,200129.0,150805,26030.0,13188,4439,6262,263.0,155,370,0,0.0,9.0,2428,1922109,1896455,750193,,,,,,
357,2018-01-24,1131223,399803.0,187175.0,147087,16776.0,13101,5637,6014,324.0,164,369,0,176.0,9.0,1283,1931427,1909141,770674,,,,,,
358,2018-01-25,1149766,402599.0,195465.0,148669,16595.0,13210,4466,6270,300.0,144,215,0,0.0,0.0,1656,1961301,1939355,783167,,,,,,
359,2018-01-26,1124495,450922.0,170744.0,141552,12169.0,12189,4347,6325,216.0,130,217,253,0.0,0.0,1285,1952474,1924844,794501,,,,,,
360,2018-01-27,275572,169456.0,32264.0,20002,1057.0,1471,2857,1775,71.0,142,160,0,0.0,0.0,414,509905,505241,226327,,,,,,
361,2018-01-28,85706,13261.0,24328.0,13313,644.0,1767,3460,1869,50.0,122,61,0,0.0,4.0,451,148552,145036,55369,,,,,,
362,2018-01-29,1194016,411515.0,242840.0,146407,14505.0,13937,4767,6894,277.0,130,256,0,87.0,32.0,1518,2059753,2037181,836603,,,,,,
363,2018-01-30,1127367,372448.0,217510.0,146227,17182.0,13533,4806,6498,277.0,165,254,0,39.0,5.0,1605,1940801,1907916,773861,,,,,,
364,2018-01-31,1233927,496265.0,208558.0,147153,18524.0,13120,5376,6258,301.0,149,272,0,36.0,29.0,1600,2153010,2131568,890364,,,,,,
365,2018-02-01,1258596,525262.0,212027.0,145068,15868.0,13346,5019,6293,356.0,167,376,0,10.0,16.0,1361,2206919,2183765,918433,,,,,,
366,2018-02-02,1089409,426247.0,180420.0,134845,14644.0,12332,5007,6205,279.0,147,372,0,0.0,1.0,1472,1891742,1871380,775213,,,,,,
367,2018-02-03,272875,178795.0,44226.0,19141,1227.0,1435,2757,1647,38.0,140,125,0,0.0,0.0,423,528019,522829,246736,,,,,,
368,2018-02-04,100950,26495.0,24725.0,14384,884.0,1690,2894,1823,36.0,132,141,0,0.0,0.0,447,178058,174601,70274,,,,,,
369,2018-02-05,1159882,427029.0,243626.0,144049,16248.0,13422,5295,6693,271.0,152,307,39,14.0,15.0,1499,2041752,2018541,851594,,,,,,
370,2018-02-06,1124403,417706.0,202679.0,143536,19500.0,13091,5813,6291,235.0,175,286,0,3.0,236.0,1549,1956442,1935503,803503,,,,,,
371,2018-02-07,1118204,403479.0,185445.0,148429,15802.0,13226,4393,6146,286.0,151,268,0,0.0,28.0,3092,1918591,1898949,772974,,,,,,
372,2018-02-08,1125102,393198.0,182216.0,150250,16096.0,13132,4670,5866,177.0,143,284,0,0.0,91.0,4093,1917174,1895318,761276,,,,,,
373,2018-02-09,1083809,436896.0,170445.0,134089,12295.0,12283,5356,6203,187.0,170,222,0,0.0,3.0,4015,1891261,1865973,772606,,,,,,
374,2018-02-10,276942,170091.0,31062.0,19133,787.0,1437,2833,1792,51.0,124,91,0,0.0,0.0,1357,513487,505700,224517,,,,,,
375,2018-02-11,86428,11422.0,23806.0,13374,959.0,1577,2812,1754,39.0,139,67,0,0.0,0.0,360,146709,142737,53098,,,,,,
376,2018-02-12,1220652,434183.0,232553.0,139272,13888.0,13199,4218,6691,211.0,183,171,107,35.0,63.0,4772,2091337,2070198,840345,,,,,,
377,2018-02-13,1167626,403137.0,197528.0,140964,17146.0,12922,4252,6065,317.0,161,276,4,1.0,318.0,4524,1984193,1955241,778522,,,,,,
378,2018-02-14,1124905,385322.0,185281.0,145307,17256.0,12812,4136,6110,409.0,176,208,0,3.0,42.0,3774,1907945,1885741,752517,,,,,,
379,2018-02-15,1125279,409381.0,187985.0,143123,18095.0,12445,4049,5914,284.0,171,209,0,5.0,54.0,3987,1930869,1910981,777382,,,,,,
380,2018-02-16,1137408,469607.0,170777.0,135300,17964.0,12292,5109,6131,222.0,171,186,11,0.0,55.0,3695,1977523,1958928,812494,,,,,,
381,2018-02-17,288487,183445.0,31668.0,18499,6517.0,1564,2906,1767,54.0,138,105,0,0.0,0.0,1543,542199,536693,243703,,,,,,
382,2018-02-18,89382,16881.0,23633.0,13592,5015.0,1793,2894,1807,42.0,127,67,8,0.0,0.0,387,159130,155628,62923,,,,,,
383,2018-02-19,1192710,449558.0,220706.0,136201,19539.0,12886,5384,6653,229.0,154,262,0,3.0,82.0,4473,2070305,2048840,846044,,,,,,
384,2018-02-20,1128076,412760.0,186707.0,138673,26319.0,12920,4295,6241,242.0,158,243,0,0.0,140.0,4584,1940279,1921358,784161,,,,,,
385,2018-02-21,1067508,379671.0,166225.0,136849,25934.0,12801,4403,6018,176.0,149,315,0,0.0,55.0,3764,1822256,1803868,728017,,,,,,
386,2018-02-22,1060560,393315.0,164638.0,131401,28563.0,11909,4586,5686,127.0,165,200,0,0.0,30.0,3704,1823073,1804884,735907,,,,,,
387,2018-02-23,979859,385680.0,145764.0,120270,21926.0,11174,4303,6028,167.0,146,189,0,0.0,2.0,3762,1700240,1679270,691179,,,,,,
388,2018-02-24,272064,177145.0,29097.0,16825,6309.0,1426,2815,1744,38.0,146,133,43,0.0,0.0,1898,513960,509683,232868,,,,,,
389,2018-02-25,79609,15066.0,23641.0,12510,752.0,1751,2796,1703,61.0,104,50,0,0.0,2.0,439,142385,138484,55579,,,,,,
390,2018-02-26,1139310,393346.0,232090.0,135078,14541.0,13198,4129,6564,241.0,160,265,12,0.0,20.0,4887,1964034,1943841,795274,,,,,,
391,2018-02-27,1209845,499094.0,198202.0,137900,16625.0,12589,4437,5958,263.0,167,201,0,5.0,47.0,4389,2117415,2089722,870788,,,,,,
392,2018-02-28,1129883,426557.0,189262.0,135639,16022.0,12759,4763,5809,269.0,159,262,0,0.0,13.0,5673,1945733,1927070,786482,,,,,,
393,2018-03-01,1129025,424144.0,194122.0,138687,16143.0,12261,4809,5756,278.0,168,362,0,294.0,8.0,15298,1962454,1941355,791945,,,,,,
394,2018-03-02,1135153,490914.0,164829.0,127376,11842.0,11825,4564,5894,224.0,167,353,8,120.0,26.0,35111,2006110,1988406,813354,,,,,,
395,2018-03-03,294784,197285.0,30431.0,17505,905.0,1483,2868,1802,43.0,150,155,0,0.0,0.0,38806,590869,586217,249716,,,,,,
396,2018-03-04,82464,14343.0,23756.0,12720,773.0,1852,2901,1861,43.0,129,55,0,45.0,0.0,33562,177910,174504,55534,,,,,,
397,2018-03-05,1170760,403750.0,235557.0,138726,18120.0,13673,4282,6738,331.0,137,212,100,135.0,82.0,15421,2027807,2008024,817230,,,,,,
398,2018-03-06,1142240,398860.0,194036.0,148114,15198.0,13172,4862,6260,322.0,139,345,0,92.0,33.0,12699,1955548,1936372,776249,,,,,,
399,2018-03-07,1121706,400440.0,178696.0,146915,16133.0,13034,4151,6051,308.0,146,241,32,0.0,18.0,16707,1924002,1904578,761706,,,,,,
400,2018-03-08,1103025,398511.0,176941.0,144354,13662.0,12664,4323,6011,289.0,157,219,0,0.0,65.0,21879,1903274,1882100,752584,,,,,,
401,2018-03-09,1063950,401586.0,160127.0,136561,13103.0,12272,4100,6231,212.0,142,256,0,32.0,1.0,17840,1841886,1816413,730311,,,,,,
402,2018-03-10,294428,191690.0,29349.0,19369,943.0,1576,2812,1750,38.0,147,110,0,8.0,0.0,18825,568097,561045,244942,,,,,,
403,2018-03-11,82724,13748.0,22754.0,13749,670.0,1834,2751,1827,57.0,120,81,0,0.0,0.0,13068,158191,153383,54783,,,,,,
404,2018-03-12,1174214,418946.0,222381.0,143111,14334.0,13579,4118,6763,285.0,152,170,14,46.0,21.0,12508,2031980,2010642,819517,,,,,,
405,2018-03-13,1170942,438763.0,191005.0,145935,16576.0,13297,5206,6311,348.0,151,139,0,5.0,48.0,11858,2029822,2000584,812230,,,,,,
406,2018-03-14,1124264,403312.0,175221.0,147343,16419.0,13149,4210,6321,309.0,158,287,0,0.0,37.0,16570,1927483,1907600,762247,,,,,,
407,2018-03-15,1175893,450620.0,176157.0,149810,15865.0,12305,4423,6090,242.0,183,239,72,6.0,15.0,21649,2033821,2013569,811362,,,,,,
408,2018-03-16,1136220,482316.0,156529.0,133742,13314.0,12027,4242,5830,153.0,168,318,0,2.0,33.0,22185,1985610,1967079,804279,,,,,,
409,2018-03-17,315044,213552.0,31053.0,19006,943.0,1558,4871,1591,36.0,139,171,0,0.0,2.0,25794,619843,613760,268015,,,,,,
410,2018-03-18,87461,18519.0,23018.0,13387,827.0,1822,5008,1611,138.0,123,59,0,0.0,0.0,19580,176361,171553,59366,,,,,,
411,2018-03-19,1296582,522347.0,227196.0,147557,14291.0,13537,3765,6387,353.0,177,186,0,23.0,54.0,15532,2270677,2247987,931755,,,,,,
412,2018-03-20,1272037,513686.0,190894.0,154614,16118.0,13266,3996,6248,333.0,160,217,0,60.0,47.0,13627,2206523,2185303,895310,,,,,,
413,2018-03-21,1223854,482862.0,177423.0,151729,17342.0,13355,4756,5901,214.0,181,165,0,0.0,21.0,18029,2115370,2095832,848979,,,,,,
414,2018-03-22,1275895,524140.0,182117.0,152178,19102.0,13230,4400,6306,267.0,171,216,0,0.0,1263.0,23404,2222317,2202689,898723,,,,,,
415,2018-03-23,1291724,587519.0,171343.0,147356,11434.0,13188,5015,6677,260.0,183,224,0,2.0,34.0,20384,2280507,2255343,937960,,,,,,
416,2018-03-24,349479,240426.0,32930.0,20477,682.0,1600,3219,1902,46.0,107,104,0,0.0,0.0,25854,681553,676826,298228,,,,,,
417,2018-03-25,76002,17712.0,20462.0,11614,612.0,1572,2805,1670,47.0,111,63,0,0.0,0.0,18941,154014,151611,53816,,,,,,
418,2018-03-26,1046643,469407.0,143715.0,114842,9794.0,11471,4301,6322,160.0,165,203,0,4.0,34.0,16937,1838062,1823998,755957,,,,,,
419,2018-03-27,1040698,526025.0,120518.0,105658,9218.0,11148,3958,5960,148.0,172,153,0,0.0,42.0,11880,1853123,1835578,778894,,,,,,
420,2018-03-28,727581,422891.0,72441.0,60281,4341.0,7755,3171,5021,66.0,150,105,0,0.0,12.0,17215,1329015,1321030,572997,,,,,,
421,2018-03-29,93118,18985.0,25529.0,12316,575.0,1735,2815,2270,9.0,149,102,0,2.0,0.0,19291,183388,176896,61663,,,,,,
422,2018-03-30,82498,16905.0,22541.0,12149,453.0,1549,2797,2164,32.0,159,34,43,0.0,0.0,11405,155499,152729,55997,,,,,,
423,2018-03-31,245340,180303.0,25078.0,12325,535.0,1183,2788,1946,27.0,113,56,0,0.0,0.0,8247,480859,477941,221539,,,,,,
424,2018-04-01,84093,20056.0,29170.0,10718,648.0,1158,2866,1819,29.0,136,25,0,0.0,,836,154183,151554,63730,0.0,,,,,
425,2018-04-02,102872,17404.0,30819.0,13053,1352.0,2298,2854,2220,68.0,146,43,0,0.0,,724,178298,173853,67335,0.0,,,,,
426,2018-04-03,1308049,497210.0,254307.0,127291,20428.0,14795,5365,6789,328.0,157,336,0,234.0,,6059,2263180,2241396,921595,48.0,,,,,
427,2018-04-04,1150993,424075.0,206078.0,138360,18236.0,14015,4921,6320,309.0,167,315,0,117.0,,17487,2000696,1981408,807698,15.0,,,,,
428,2018-04-05,1182633,433762.0,191804.0,151429,15562.0,13623,4666,6454,354.0,161,155,0,0.0,,20807,2043137,2021439,812979,29.0,,,,,
429,2018-04-06,1146388,451098.0,169434.0,146097,11509.0,12806,4813,6121,288.0,162,175,0,97.0,,20312,1996489,1969301,797500,1.0,,,,,
430,2018-04-07,299680,194472.0,28529.0,19088,796.0,1534,2876,1745,61.0,159,93,0,12.0,,5570,560448,554615,246428,0.0,,,,,
431,2018-04-08,78605,13986.0,21805.0,12653,718.0,1823,2853,1832,42.0,153,49,20,0.0,,577,139334,135118,53041,2.0,,,,,
432,2018-04-09,1210124,421559.0,217134.0,153149,14522.0,13648,5224,6623,297.0,162,277,0,73.0,,4698,2071106,2047536,827193,46.0,,,,,
433,2018-04-10,1165841,408393.0,181735.0,157602,18315.0,13362,5020,6197,322.0,153,177,51,0.0,,8293,1999195,1965579,786103,118.0,,,,,
434,2018-04-11,1157969,415677.0,165930.0,157054,15677.0,13213,4800,6059,353.0,181,155,0,0.0,,6483,1965739,1943569,773964,18.0,,,,,
435,2018-04-12,1204148,469938.0,160305.0,156197,20259.0,12481,5470,5575,327.0,162,156,0,0.0,,6534,2062782,2041568,825089,16.0,,,,,
436,2018-04-13,1163126,497926.0,148976.0,141517,12088.0,11960,5060,5871,230.0,186,158,0,0.0,,6755,2012779,1993884,818713,31.0,,,,,
437,2018-04-14,316162,211470.0,29323.0,18463,768.0,1466,2918,1611,31.0,145,65,0,0.0,,6701,595108,589123,263311,0.0,,,,,
438,2018-04-15,77274,15689.0,21684.0,11775,1024.0,1632,4697,1612,68.0,156,49,0,0.0,,507,139947,136173,53627,6.0,,,,,
439,2018-04-16,1219316,440738.0,211801.0,153474,16457.0,13301,5668,6222,273.0,170,167,0,0.0,,4683,2095083,2072308,842368,38.0,,,,,
440,2018-04-17,1177096,414416.0,179535.0,158113,18643.0,13196,4329,6033,336.0,178,192,0,0.0,,10958,2004092,1983121,790402,96.0,,,,,
441,2018-04-18,1129715,391717.0,160838.0,154257,15647.0,13005,4583,5872,316.0,170,259,0,215.0,,18213,1915582,1894826,741999,19.0,,,,,
442,2018-04-19,1182912,472733.0,153326.0,151188,16828.0,12298,4436,5521,323.0,174,187,14,0.0,,6725,2026930,2006749,812353,84.0,,,,,
443,2018-04-20,1161469,514725.0,145900.0,137919,10647.0,11966,4251,6136,263.0,168,131,34,0.0,,6819,2025903,2000428,827626,0.0,,,,,
444,2018-04-21,330189,232924.0,26390.0,18877,696.0,1378,3179,1499,39.0,135,45,0,0.0,,5057,625690,620408,281944,0.0,,,,,
445,2018-04-22,96727,36083.0,20419.0,12820,718.0,1695,2852,1524,58.0,130,70,0,0.0,,483,177112,173579,73459,0.0,,,,,
446,2018-04-23,1258724,488245.0,200173.0,149134,18601.0,13181,5325,6416,318.0,174,136,0,0.0,,5930,2169743,2146409,876112,52.0,,,,,
447,2018-04-24,1205801,460280.0,169903.0,153803,19456.0,12685,4564,6140,339.0,177,205,0,0.0,,8850,2072873,2042274,822720,71.0,,,,,
448,2018-04-25,1140708,441610.0,156178.0,146944,17022.0,12870,4641,5929,361.0,193,218,0,0.0,,6314,1951894,1932996,780972,8.0,,,,,
449,2018-04-26,1188209,441514.0,158968.0,159120,18696.0,12690,4508,5880,353.0,161,213,0,0.0,,6899,2021508,1997265,797296,54.0,,,,,
450,2018-04-27,1145161,498139.0,149551.0,136879,12428.0,11791,4430,5882,308.0,175,144,0,0.0,,6772,1990705,1971717,815046,57.0,,,,,
451,2018-04-28,316016,217053.0,28118.0,19499,664.0,1459,2909,1605,46.0,157,63,0,0.0,,6862,599901,594451,268618,0.0,,,,,
452,2018-04-29,73952,17872.0,19067.0,12470,596.0,1563,2902,1628,40.0,175,15,0,0.0,,561,134994,130841,53386,0.0,,,,,
453,2018-04-30,1271869,552150.0,189993.0,142167,13375.0,12981,4188,6419,212.0,174,299,0,71.0,,5860,2220604,2199843,917714,85.0,,,,,
454,2018-05-01,138431,16670.0,38508.0,18321,1498.0,3311,2919,2307,24.0,162,181,0,0.0,,7463,235402,229795,80958,0.0,,,,,
455,2018-05-02,1187889,458872.0,188851.0,144885,16896.0,14111,5167,6400,314.0,164,631,14,294.0,,4663,2051494,2029183,831150,32.0,,,,,
456,2018-05-03,1177578,438779.0,175831.0,150999,16795.0,13270,4400,6144,323.0,169,615,2,64.0,,10459,2019036,1995470,802710,42.0,,,,,
457,2018-05-04,1159253,476201.0,156016.0,147159,10612.0,12776,4517,6407,276.0,172,354,0,72.0,,7282,2008920,1981098,809770,1.0,,,,,
458,2018-05-05,318301,212986.0,28483.0,19200,814.0,1595,3291,1625,45.0,144,89,0,0.0,,5962,599223,592535,264936,0.0,,,,,
459,2018-05-06,169040,31574.0,43174.0,23570,1956.0,3526,5746,3064,100.0,252,126,0,0.0,,966,293740,283094,107242,0.0,,,,,
460,2018-05-07,1188698,447034.0,200873.0,148047,15283.0,13594,4027,6628,270.0,171,286,0,121.0,,4559,2054371,2029624,832070,33.0,,,,,
461,2018-05-08,1239977,467180.0,170576.0,160294,21110.0,13355,5214,6310,381.0,166,476,0,196.0,,8517,2127011,2093789,839700,37.0,,,,,
462,2018-05-09,1318267,554154.0,161083.0,162851,16475.0,13968,4480,6301,343.0,188,521,0,118.0,,7033,2267723,2245818,915695,36.0,,,,,
463,2018-05-10,139075,15660.0,25144.0,20486,677.0,2935,3342,2272,27.0,163,136,0,0.0,,4121,219645,214038,67473,0.0,,,,,
464,2018-05-11,1183930,587957.0,123876.0,122571,10406.0,11762,4979,5885,183.0,139,344,0,23.0,,33969,2102721,2086035,862974,11.0,,,,,
465,2018-05-12,328160,234181.0,27509.0,16910,565.0,1424,2868,1664,73.0,139,76,0,0.0,,6265,625532,619834,282468,0.0,,,,,
466,2018-05-13,79672,17347.0,20418.0,13187,645.0,1791,2873,1627,34.0,118,22,0,0.0,,474,142616,138208,55155,0.0,,,,,
467,2018-05-14,1260241,493069.0,199423.0,151674,15781.0,14199,4823,6467,258.0,191,318,105,0.0,,4709,2173587,2151311,881280,53.0,,,,,
468,2018-05-15,1273820,518593.0,171717.0,157021,20736.0,13592,4948,6136,331.0,180,264,4,0.0,,9191,2198913,2176562,888272,29.0,,,,,
469,2018-05-16,1311456,565403.0,163449.0,158930,23298.0,13803,4230,6688,321.0,174,280,0,0.0,,8798,2279233,2256859,932054,29.0,,,,,
470,2018-05-17,115185,16247.0,26034.0,17688,501.0,1724,2828,1593,23.0,151,115,0,0.0,,6765,195563,188854,64053,0.0,,,,,
471,2018-05-18,1046868,525344.0,110542.0,112552,7284.0,10006,4208,5457,258.0,143,163,14,1.0,,4078,1850319,1826922,771510,4.0,,,,,
472,2018-05-19,325548,198246.0,25571.0,27503,599.0,1391,2814,1780,49.0,126,97,0,0.0,,5739,599244,589463,255313,0.0,,,,,
473,2018-05-20,106069,16495.0,20754.0,22058,771.0,1272,2791,1723,51.0,152,6,0,0.0,,439,180303,172581,63231,0.0,,,,,
474,2018-05-21,154218,19552.0,23968.0,37178,972.0,2443,2852,2160,41.0,161,31,0,0.0,,627,254690,244203,86465,0.0,,,,,
475,2018-05-22,1351379,557135.0,201408.0,156130,19093.0,14200,5135,6719,258.0,190,228,2,0.0,,5168,2352026,2317062,955122,17.0,,,,,
476,2018-05-23,1261059,516451.0,173489.0,151617,17669.0,13843,4756,6119,311.0,166,275,0,0.0,,9241,2178054,2155014,879647,18.0,,,,,
477,2018-05-24,1222507,486099.0,157546.0,154438,17580.0,13591,4852,6014,401.0,190,683,0,7.0,,6862,2093265,2070787,836165,17.0,,,,,
478,2018-05-25,1135907,468091.0,146806.0,143629,11975.0,11931,4393,5956,280.0,177,223,0,0.0,,6992,1956119,1936423,788851,63.0,,,,,
479,2018-05-26,311218,208928.0,28166.0,19176,904.0,1466,2808,1755,44.0,178,115,0,0.0,,5945,588325,580703,260688,0.0,,,,,
480,2018-05-27,78426,15636.0,21489.0,12828,792.0,1688,2788,1767,57.0,132,55,0,0.0,,558,142277,136216,54387,0.0,,,,,
481,2018-05-28,1239810,480416.0,191472.0,151814,14408.0,13653,4840,6410,285.0,178,224,0,9.0,,5371,2133823,2108921,858615,31.0,,,,,
482,2018-05-29,1212966,474022.0,162539.0,153926,17182.0,13151,4583,5963,317.0,170,351,1,0.0,,7747,2074950,2052979,827366,61.0,,,,,
483,2018-05-30,1142385,449678.0,153662.0,147647,15336.0,12923,4881,5632,311.0,177,251,24,0.0,,6963,1960962,1939890,785350,20.0,,,,,
484,2018-05-31,1250593,496346.0,158465.0,144200,70871.0,12490,5672,5653,230.0,170,283,0,0.0,,8494,2175127,2153505,888516,38.0,,,,,
485,2018-06-01,1144479,471684.0,152406.0,131755,45210.0,11678,4289,5825,268.0,179,256,0,165.0,,8758,2005182,1976958,819164,6.0,28224.0,,,,
486,2018-06-02,302766,192885.0,32232.0,19760,1030.0,1479,2817,1657,30.0,163,116,0,1.0,,9095,572044,564033,249325,2.0,8011.0,,,,
487,2018-06-03,82226,16364.0,22224.0,12061,901.0,1669,2832,1700,29.0,142,28,0,10.0,,557,146807,140743,55099,0.0,6064.0,,,,
488,2018-06-04,1176763,446364.0,192721.0,144166,20200.0,13168,5218,6472,354.0,153,350,0,172.0,,4997,2034390,2011123,823791,25.0,23267.0,,,,
489,2018-06-05,1172181,450008.0,160544.0,152295,15639.0,13181,5126,6019,401.0,178,290,0,84.0,,8586,2015062,1984587,798293,55.0,30475.0,,,,
490,2018-06-06,1140352,427785.0,148082.0,149621,30038.0,13246,5974,5917,376.0,193,230,0,34.0,,6670,1950301,1928568,775196,50.0,21733.0,,,,
491,2018-06-07,1156571,430641.0,143404.0,164763,13666.0,12652,4329,5791,416.0,196,297,0,32.0,,6344,1962792,1939130,771470,28.0,23662.0,,,,
492,2018-06-08,1209844,499998.0,136672.0,154494,12142.0,11826,4579,5881,276.0,180,166,29,163.0,,6913,2065092,2043203,821591,40.0,21889.0,,,,
493,2018-06-09,298630,195414.0,27287.0,18447,953.0,1362,4833,1670,29.0,145,152,0,0.0,,5917,562141,554840,245431,1.0,7301.0,,,,
494,2018-06-10,79627,15420.0,20606.0,12784,719.0,1688,6031,1687,60.0,157,106,0,0.0,,487,144967,139373,53168,1.0,5594.0,,,,
495,2018-06-11,1201169,455537.0,184160.0,151979,15431.0,13654,6173,6371,326.0,159,189,0,36.0,,4723,2064797,2039960,827569,53.0,24837.0,,,,
496,2018-06-12,1202361,465066.0,154288.0,153406,19401.0,13464,4952,6234,297.0,172,274,0,39.0,,8898,2049987,2028892,812384,40.0,21095.0,,,,
497,2018-06-13,1133969,439503.0,142567.0,150697,15082.0,13161,4585,6116,287.0,197,221,0,0.0,,6569,1934120,1912981,767571,27.0,21139.0,,,,
498,2018-06-14,1266229,482858.0,154006.0,175544,16560.0,14626,5120,6804,323.0,226,244,0,0.0,,7665,2154258,2130226,850889,21.0,24032.0,,,,
499,2018-06-15,1180998,504234.0,146557.0,142595,13282.0,12837,4893,6041,234.0,191,228,110,0.0,,8766,2050173,2020969,826078,3.0,29204.0,,,,
500,2018-06-16,306578,198836.0,29768.0,21045,1088.0,1352,2821,1684,29.0,145,180,0,0.0,,7872,578430,571398,254098,0.0,7032.0,,,,
501,2018-06-17,83327,16056.0,20515.0,15222,1140.0,1851,2780,1626,33.0,151,20,0,0.0,,616,148759,143337,56581,0.0,5422.0,,,,
502,2018-06-18,1196488,447067.0,177122.0,151542,17025.0,13681,4350,6385,282.0,171,216,20,23.0,,4767,2042041,2019200,813313,61.0,22841.0,,,,
503,2018-06-19,1261614,532304.0,153253.0,154265,17001.0,13228,4798,6046,320.0,185,302,0,68.0,,10363,2183607,2153796,876701,49.0,29811.0,,,,
504,2018-06-20,1185232,481303.0,141072.0,153225,16142.0,13260,4282,6022,385.0,169,205,0,0.0,,7277,2029670,2008583,811407,9.0,21087.0,,,,
505,2018-06-21,1195668,488920.0,139045.0,153695,16830.0,12919,4591,5777,448.0,188,259,6,0.0,,7355,2047322,2025723,817661,22.0,21599.0,,,,
506,2018-06-22,1159462,522262.0,127994.0,138053,11779.0,12123,4740,5845,400.0,191,279,0,0.0,,7559,2009183,1990704,818543,17.0,18479.0,,,,
507,2018-06-23,323673,220876.0,26584.0,19946,799.0,1425,2783,1793,40.0,149,118,0,0.0,,6532,611983,604718,271690,0.0,7265.0,,,,
508,2018-06-24,83588,15929.0,19362.0,13878,640.0,1644,2778,1579,39.0,160,49,0,0.0,,500,145833,140146,53241,0.0,5687.0,,,,
509,2018-06-25,1102406,436278.0,160222.0,135057,14734.0,12059,4367,5947,390.0,156,139,36,0.0,,4851,1896435,1876679,764665,37.0,19756.0,,,,
510,2018-06-26,1098093,430737.0,139317.0,136656,17797.0,12508,4644,5740,381.0,188,222,0,0.0,,4583,1871304,1850904,743203,38.0,20400.0,,,,
511,2018-06-27,1072165,429489.0,132845.0,131378,15787.0,12176,3787,5736,335.0,145,218,0,0.0,,10450,1832859,1814536,727799,25.0,18323.0,,,,
512,2018-06-28,1057237,448844.0,128254.0,128577,16459.0,11845,4116,5499,273.0,180,182,0,0.0,,7303,1827069,1808798,739869,29.0,18271.0,,,,
513,2018-06-29,1161942,582563.0,124116.0,120125,20803.0,10989,4852,5698,228.0,167,135,0,0.0,,7928,2062269,2039549,864599,3.0,22720.0,,,,
514,2018-06-30,345991,258579.0,28216.0,16378,3710.0,1367,2936,1561,37.0,128,53,0,0.0,,8032,673310,666988,309992,0.0,6322.0,,,,
515,2018-07-01,84413,24201.0,26295.0,11630,1079.0,1462,2881,1567,28.0,146,11,0,0.0,,1171,160336,154884,66391,0.0,5452.0,,,,
516,2018-07-02,826482,353822.0,126580.0,86149,15411.0,9473,3334,4397,189.0,136,163,0,87.0,,2025,1443387,1428255,596225,7.0,15132.0,,,,
517,2018-07-04,927316,404549.0,109032.0,108919,17662.0,11015,5166,5386,168.0,180,214,0,14.0,,7518,1613908,1597184,657016,45.0,16724.0,,,,
518,2018-07-05,914922,410032.0,105197.0,107243,12685.0,10740,4739,5196,127.0,171,108,0,4.0,,7091,1594411,1578280,651401,25.0,16131.0,,,,
